	Protein Inference	Main Accession	Description	Protein Group	Secondary Accessions	Chromosome	Gene Name	Taxonomy	Organism Identifier	Validated Coverage [%]	All Coverage [%]	Possible Coverage [%]	#Peptides	#Validated Peptides	#Unique Peptides	#Validated Unique Peptides	#PSMs	#Validated PSMs	Confidently Localized Modification Sites	#Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Spectrum Counting	MW [kDa]	Confidence [%]	Validation
583	Related Proteins	MGYP003684300789		MGYP003684300789,MGYP003691588283	MGYP003691588283					36.36	36.36	90.91	1	1	1	1	1	1					329.223442961701	3.53873754824877	73.36412625096229	Doubtful
584	Related Proteins	MGYP000174992173		MGYP000174992173,MGYP001488454932	MGYP001488454932					32.22	32.22	84.44	2	2	1	1	2	2					259.9132444434481	9.0929313378146	73.36412625096229	Confident
585	Single Protein	MGYP900000095967		MGYP900000095967						31.6	35.06	63.2	19	17	19	17	31	28	Oxidation of M (M93)	Oxidation of M (1)			1274.413327593681	24.39380524413242	83.50202429149797	Confident
586	Related Proteins	MGYP000651362267		MGYP000651362267,MGYP001443821737,MGYP003682190225,MGYP003683282533,MGYP003685343519,MGYP003685589335,MGYP003686316179,MGYP003687112169,MGYP003687339673,MGYP003687977789,MGYP003688348407,MGYP003688884481,MGYP003689274043,MGYP003689771463,MGYP003689939705,MGYP003690119171,MGYP003690362769,MGYP003690751457,MGYP003691486305,MGYP003691757069	MGYP001443821737,MGYP003682190225,MGYP003683282533,MGYP003685343519,MGYP003685589335,MGYP003686316179,MGYP003687112169,MGYP003687339673,MGYP003687977789,MGYP003688348407,MGYP003688884481,MGYP003689274043,MGYP003689771463,MGYP003689939705,MGYP003690119171,MGYP003690362769,MGYP003690751457,MGYP003691486305,MGYP003691757069					44.19	44.19	88.37	1	1	1	1	1	1	Oxidation of M (M1, M11)	Oxidation of M (2)			259.9132444434481	4.78437645363202	73.36412625096229	Doubtful
587	Related Proteins	MGYP000493460491		MGYP000493460491,MGYP001587236811,MGYP003682690109,MGYP003684668809,MGYP003685608315,MGYP003688438141	MGYP001587236811,MGYP003682690109,MGYP003684668809,MGYP003685608315,MGYP003688438141					14.14	14.14	59.6	1	1	1	1	1	1	Oxidation of M (M73)	Oxidation of M (1)			108.53520097638494	10.97650587803855	73.36412625096229	Doubtful
588	Related Proteins	MGYP000417447820		MGYP000417447820,MGYP003682812055,MGYP003683490245,MGYP003683822269,MGYP003683915405,MGYP003684019937,MGYP003684220681,MGYP003684470827,MGYP003684485169,MGYP003684521513,MGYP003684913077,MGYP003685012677,MGYP003685552061,MGYP003685708621,MGYP003686060379,MGYP003686375201,MGYP003686801949,MGYP003686889555,MGYP003687983751,MGYP003688407581,MGYP003688918993,MGYP003689189101,MGYP003689413105,MGYP003690231857,MGYP003690549779,MGYP003690848367,MGYP003690863683,MGYP003690921601,MGYP003692235413	MGYP003682812055,MGYP003683490245,MGYP003683822269,MGYP003683915405,MGYP003684019937,MGYP003684220681,MGYP003684470827,MGYP003684485169,MGYP003684521513,MGYP003684913077,MGYP003685012677,MGYP003685552061,MGYP003685708621,MGYP003686060379,MGYP003686375201,MGYP003686801949,MGYP003686889555,MGYP003687983751,MGYP003688407581,MGYP003688918993,MGYP003689189101,MGYP003689413105,MGYP003690231857,MGYP003690549779,MGYP003690848367,MGYP003690863683,MGYP003690921601,MGYP003692235413					3.55	3.55	52.28	1	1	1	1	1	1					33.824326331681604	39.965355062803965	73.36412625096229	Doubtful
589	Related Proteins	MGYP002634128685		MGYP002634128685,MGYP003682123819	MGYP003682123819					23.28	23.28	75.22	6	6	1	1	6	6	Oxidation of M (M96, M201)	Oxidation of M (2)			119.09208145720692	35.55870887844716	64.0	Doubtful
590	Single Protein	MGYP003682949145		MGYP003682949145						16.05	16.05	33.33	1	1	1	1	1	1					128.2688738811822	8.93841078191722	73.36412625096229	Doubtful
591	Related Proteins	MGYP000322436401		MGYP000322436401,MGYP000498060353,MGYP003386655762,MGYP003687273187	MGYP000498060353,MGYP003386655762,MGYP003687273187					11.36	11.36	37.4	2	2	1	1	3	3	Oxidation of M (M54)	Oxidation of M (1)			57.59010664053078	39.28893840364682	73.36412625096229	Confident
592	Related Proteins	MGYP003682295557		MGYP003682295557,MGYP003684280869,MGYP003685593013,MGYP003691509759	MGYP003684280869,MGYP003685593013,MGYP003691509759					18.45	18.45	72.62	2	2	1	1	2	2	Oxidation of M (M46, M63)	Oxidation of M (2)			130.81726210398713	18.74512671599568	73.36412625096229	Confident
593	Related Proteins	MGYP000410893577		MGYP000410893577,MGYP000897783484,MGYP002629107820,MGYP003682061089,MGYP003682161651,MGYP003682314525,MGYP003682327137,MGYP003682604387,MGYP003683152527,MGYP003683456475,MGYP003683508475,MGYP003683841693,MGYP003684305593,MGYP003685125081,MGYP003685571325,MGYP003685588661,MGYP003686106523,MGYP003686183467,MGYP003686533679,MGYP003686597061,MGYP003687195881,MGYP003687409937,MGYP003687456053,MGYP003687609357,MGYP003687679171,MGYP003687816215,MGYP003687959219,MGYP003688157731,MGYP003688357459,MGYP003688414005,MGYP003688547251,MGYP003689074489,MGYP003689156725,MGYP003689554055,MGYP003689597695,MGYP003689950689,MGYP003690159955,MGYP003690240295,MGYP003690282155,MGYP003690588661,MGYP003690762343,MGYP003691492399,MGYP003691805587,MGYP003691824053	MGYP000897783484,MGYP002629107820,MGYP003682061089,MGYP003682161651,MGYP003682314525,MGYP003682327137,MGYP003682604387,MGYP003683152527,MGYP003683456475,MGYP003683508475,MGYP003683841693,MGYP003684305593,MGYP003685125081,MGYP003685571325,MGYP003685588661,MGYP003686106523,MGYP003686183467,MGYP003686533679,MGYP003686597061,MGYP003687195881,MGYP003687409937,MGYP003687456053,MGYP003687609357,MGYP003687679171,MGYP003687816215,MGYP003687959219,MGYP003688157731,MGYP003688357459,MGYP003688414005,MGYP003688547251,MGYP003689074489,MGYP003689156725,MGYP003689554055,MGYP003689597695,MGYP003689950689,MGYP003690159955,MGYP003690240295,MGYP003690282155,MGYP003690588661,MGYP003690762343,MGYP003691492399,MGYP003691805587,MGYP003691824053					4.04	4.04	73.74	1	1	1	1	1	1					27.665835543000078	43.0718231850463	73.36412625096229	Doubtful
594	Single Protein	MGYP003690692635		MGYP003690692635						52.73	52.73	89.09	3	3	3	3	4	4	Oxidation of M (M0)	Oxidation of M (1)			806.2614929674307	6.15191412635877	83.50202429149797	Confident
595	Related Proteins	MGYP000393550647		MGYP000393550647,MGYP003682183733,MGYP003683142719,MGYP003683697705	MGYP003682183733,MGYP003683142719,MGYP003683697705					1.65	1.65	64.03	1	1	1	1	1	1					11.8710376067921	100.65776244818773	73.36412625096229	Doubtful
596	Related Proteins	MGYP003683632121		MGYP003683632121,MGYP003686726145,MGYP003690401825,MGYP003690963847	MGYP003686726145,MGYP003690401825,MGYP003690963847					12.64	12.64	58.79	2	2	1	1	2	2					120.44760108354913	20.08562945271851	73.36412625096229	Confident
597	Related Proteins	MGYP000461370855		MGYP000461370855,MGYP000753307547,MGYP003682109151,MGYP003682451779,MGYP003682799423,MGYP003684223253,MGYP003685702537,MGYP003685990829,MGYP003686298683,MGYP003686358063,MGYP003686858737,MGYP003687613539,MGYP003690046503,MGYP003690117479,MGYP003690311665,MGYP003691831407	MGYP000753307547,MGYP003682109151,MGYP003682451779,MGYP003682799423,MGYP003684223253,MGYP003685702537,MGYP003685990829,MGYP003686298683,MGYP003686358063,MGYP003686858737,MGYP003687613539,MGYP003690046503,MGYP003690117479,MGYP003690311665,MGYP003691831407					2.03	2.03	37.54	1	1	1	1	1	1	Oxidation of M (M190)	Oxidation of M (1)			13.96987735339608	89.40225950956626	73.36412625096229	Doubtful
598	Related Proteins	MGYP003682365753		MGYP003682365753,MGYP003683294839,MGYP003683517837,MGYP003684282817,MGYP003685530185,MGYP003686369483,MGYP003686487563,MGYP003687980733,MGYP003689066675,MGYP003690311327,MGYP003690422305,MGYP003692270903	MGYP003683294839,MGYP003683517837,MGYP003684282817,MGYP003685530185,MGYP003686369483,MGYP003686487563,MGYP003687980733,MGYP003689066675,MGYP003690311327,MGYP003690422305,MGYP003692270903					3.77	3.77	43.08	1	1	1	1	1	1					34.17544390605892	33.36619967173596	73.36412625096229	Doubtful
599	Single Protein	MGYP000452176317		MGYP000452176317						10.79	10.79	52.04	3	3	2	2	3	3					75.97464068346945	44.898151032913795	81.60152526215442	Confident
600	Related Proteins	MGYP000058711640		MGYP000058711640,MGYP003682713695,MGYP003683059647,MGYP003683094733,MGYP003683423769,MGYP003683558629,MGYP003683743227,MGYP003683771181,MGYP003683791241,MGYP003683939489,MGYP003684403859,MGYP003684964699,MGYP003685241179,MGYP003685379639,MGYP003685544873,MGYP003685586181,MGYP003685594657,MGYP003685847729,MGYP003685965407,MGYP003686116989,MGYP003686935203,MGYP003687423171,MGYP003687655043,MGYP003688170297,MGYP003688374035,MGYP003688471463,MGYP003688504627,MGYP003688530113,MGYP003688556151,MGYP003688632493,MGYP003688647465,MGYP003688733651,MGYP003688850395,MGYP003688877669,MGYP003689027393,MGYP003689473707,MGYP003689523077,MGYP003689575307,MGYP003689819369,MGYP003689910241,MGYP003690105793,MGYP003690295277,MGYP003690690231,MGYP003690943901,MGYP003691230539,MGYP003691434949,MGYP003691481073,MGYP003691492435,MGYP003691546191,MGYP003691547173,MGYP003691677045,MGYP003691701813,MGYP003691738015,MGYP003691928251,MGYP003692180723,MGYP003692365819	MGYP003682713695,MGYP003683059647,MGYP003683094733,MGYP003683423769,MGYP003683558629,MGYP003683743227,MGYP003683771181,MGYP003683791241,MGYP003683939489,MGYP003684403859,MGYP003684964699,MGYP003685241179,MGYP003685379639,MGYP003685544873,MGYP003685586181,MGYP003685594657,MGYP003685847729,MGYP003685965407,MGYP003686116989,MGYP003686935203,MGYP003687423171,MGYP003687655043,MGYP003688170297,MGYP003688374035,MGYP003688471463,MGYP003688504627,MGYP003688530113,MGYP003688556151,MGYP003688632493,MGYP003688647465,MGYP003688733651,MGYP003688850395,MGYP003688877669,MGYP003689027393,MGYP003689473707,MGYP003689523077,MGYP003689575307,MGYP003689819369,MGYP003689910241,MGYP003690105793,MGYP003690295277,MGYP003690690231,MGYP003690943901,MGYP003691230539,MGYP003691434949,MGYP003691481073,MGYP003691492435,MGYP003691546191,MGYP003691547173,MGYP003691677045,MGYP003691701813,MGYP003691738015,MGYP003691928251,MGYP003692180723,MGYP003692365819					12.07	12.07	63.79	1	1	1	1	1	1					97.78914147377256	12.463547012153969	73.36412625096229	Doubtful
601	Related Proteins	MGYP003682129719		MGYP003682129719,MGYP003684786999,MGYP003685337065,MGYP003687181091,MGYP003690036109	MGYP003684786999,MGYP003685337065,MGYP003687181091,MGYP003690036109					6.53	6.53	69.73	1	1	1	1	1	1	Oxidation of M (M85)	Oxidation of M (1)			33.59422887364295	37.287531471050166	73.36412625096229	Doubtful
602	Related Proteins	MGYP003682326345		MGYP003682326345,MGYP003682945121,MGYP003682957031,MGYP003683090777,MGYP003687606397,MGYP003690229161,MGYP003692156539	MGYP003682945121,MGYP003682957031,MGYP003683090777,MGYP003687606397,MGYP003690229161,MGYP003692156539					4.36	4.36	22.82	1	1	1	1	1	1					72.6228183003752	32.57307775088001	73.36412625096229	Doubtful
603	Related Proteins	MGYP003683277079		MGYP003683277079,MGYP003684223271,MGYP003690678947	MGYP003684223271,MGYP003690678947					19.45	21.22	43.61	11	10	10	9	11	10	Oxidation of M (M358)	Oxidation of M (1)			243.0794850883025	56.05836209914278	81.60152526215442	Confident
604	Single Protein	MGYP003684943423		MGYP003684943423						2.88	5.62	60.41	3	1	2	1	3	1	Oxidation of M (M203)	Oxidation of M (1)			15.480726158073711	81.0330316944534	79.61783439490446	Doubtful
605	Related Proteins	MGYP000219875165		MGYP000219875165,MGYP003683400077	MGYP003683400077					33.33	33.33	87.1	4	4	1	1	4	4	Oxidation of M (M18, M55)	Oxidation of M (2)			487.73843401733467	10.174238740510209	73.36412625096229	Confident
606	Related Proteins	MGYP003682129041		MGYP003682129041,MGYP003683526841,MGYP003684717141,MGYP003685299595,MGYP003687744723,MGYP003692103375	MGYP003683526841,MGYP003684717141,MGYP003685299595,MGYP003687744723,MGYP003692103375					7.75	7.75	76.06	1	1	1	1	1	1					91.45095637825025	14.10016794021412	73.36412625096229	Doubtful
607	Single Protein	MGYP003683025595		MGYP003683025595						24.39	24.39	29.27	1	1	1	1	1	1					259.9132444434481	4.73056372425624	64.0	Doubtful
608	Related Proteins	MGYP003688067949		MGYP003688067949,MGYP003688169799	MGYP003688169799					20.25	20.25	84.81	1	1	1	1	1	1					147.41348192314967	9.49455643914826	73.36412625096229	Doubtful
609	Related Proteins	MGYP003681995033		MGYP003681995033,MGYP003683285117	MGYP003683285117					2.8	3.85	38.5	3	2	1	1	3	2	Oxidation of M (M688)	Oxidation of M (1)			20.555053670865824	122.20262787886682	73.36412625096229	Confident
610	Related Proteins	MGYP000484957943		MGYP000484957943,MGYP000487559729,MGYP001068885424,MGYP001069402733,MGYP001461511174,MGYP003635899173,MGYP003684224589,MGYP003684234811,MGYP003685266879,MGYP003686078281,MGYP003686628875,MGYP003688151545,MGYP003691734569	MGYP000487559729,MGYP001068885424,MGYP001069402733,MGYP001461511174,MGYP003635899173,MGYP003684224589,MGYP003684234811,MGYP003685266879,MGYP003686078281,MGYP003686628875,MGYP003688151545,MGYP003691734569					9.68	9.68	62.1	1	1	1	1	1	1					88.18485079331273	12.6926985078557	73.36412625096229	Doubtful
611	Related Proteins	MGYP000393550647		MGYP000393550647,MGYP003682375541,MGYP003683697705	MGYP003682375541,MGYP003683697705					3.74	3.74	64.03	2	2	2	2	2	2					23.7420752135842	100.65776244818773	81.60152526215442	Confident
612	Single Protein	MGYP003688881227		MGYP003688881227						17.83	17.83	57.96	2	2	2	2	2	2					144.18544947227778	14.59535483068816	79.61783439490446	Confident
613	Related Proteins	MGYP003682094471		MGYP003682094471,MGYP003682237499,MGYP003684306989,MGYP003684981595,MGYP003686248373,MGYP003686463929,MGYP003688472895,MGYP003689201885,MGYP003690574923,MGYP003691555873	MGYP003682237499,MGYP003684306989,MGYP003684981595,MGYP003686248373,MGYP003686463929,MGYP003688472895,MGYP003689201885,MGYP003690574923,MGYP003691555873					10.12	10.12	75.72	2	2	1	1	2	2	Oxidation of M (M144)	Oxidation of M (1)			46.8830852318878	36.85164244629571	73.36412625096229	Confident
614	Related Proteins	MGYP000237266144		MGYP000237266144,MGYP000275264480,MGYP000482712257,MGYP000661898640,MGYP003683084587,MGYP003683599053,MGYP003683913277,MGYP003684075567,MGYP003685253869,MGYP003685703231,MGYP003686425475,MGYP003689517963,MGYP003690110641,MGYP003691296149,MGYP003691570583	MGYP000275264480,MGYP000482712257,MGYP000661898640,MGYP003683084587,MGYP003683599053,MGYP003683913277,MGYP003684075567,MGYP003685253869,MGYP003685703231,MGYP003686425475,MGYP003689517963,MGYP003690110641,MGYP003691296149,MGYP003691570583					2.91	2.91	63.39	1	1	1	1	1	1					20.156537324185773	57.375501358478175	73.36412625096229	Doubtful
615	Related Proteins	MGYP003685389535		MGYP003685389535,MGYP003687083833	MGYP003687083833					7.02	7.02	56.58	1	1	1	1	1	1					76.56359138644208	23.58649796859575	73.36412625096229	Doubtful
616	Single Protein	MGYP003684156529		MGYP003684156529						33.09	33.09	61.87	4	3	2	2	7	7	Oxidation of M (M111)	Oxidation of M (1)			405.19808364517036	14.24911601260558	83.50202429149797	Confident
617	Related Proteins	MGYP003682293643		MGYP003682293643,MGYP003683077647,MGYP003684109471,MGYP003686469383,MGYP003686844301,MGYP003687838069	MGYP003683077647,MGYP003684109471,MGYP003686469383,MGYP003686844301,MGYP003687838069					2.86	2.86	47.71	1	1	1	1	1	1					30.111900270887283	38.235939042118886	73.36412625096229	Doubtful
618	Related Proteins	MGYP003683117909		MGYP003683117909,MGYP003683280945,MGYP003687424055	MGYP003683280945,MGYP003687424055					32.73	32.73	94.55	1	1	1	1	1	1					189.9366017086736	6.2102220721959505	73.36412625096229	Doubtful
619	Related Proteins	MGYP003683344139		MGYP003683344139,MGYP003685159397,MGYP003685392893,MGYP003685647803,MGYP003685795507,MGYP003686561591,MGYP003687658729,MGYP003687949005,MGYP003688764783	MGYP003685159397,MGYP003685392893,MGYP003685647803,MGYP003685795507,MGYP003686561591,MGYP003687658729,MGYP003687949005,MGYP003688764783					3.19	3.19	55.59	2	2	2	2	2	2	Oxidation of M (M259)	Oxidation of M (1)			69.06785516679041	35.247052701045135	81.60152526215442	Doubtful
620	Single Protein	MGYP003691836455		MGYP003691836455						10.5	10.5	68.74	3	3	1	1	3	3	Oxidation of M (M60)	Oxidation of M (1)			80.51660289824207	45.909761801315014	73.36412625096229	Confident
